#duplication_margin=0.05
persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1269	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1270	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1271	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1273	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1274	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1275	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1276	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1277	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1279	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1281	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1282	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1283	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1284	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1285	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1286	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1287	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1288	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1289	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1290	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1291	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1292	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1293	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1294	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1295	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1296	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1297	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1298	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1299	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1300	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1301	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1302	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1303	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1304	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1305	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1603	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1604	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1605	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1606	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1607	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1608	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1610	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1612	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1613	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1614	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1615	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1617	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1618	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1619	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1623	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1624	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1625	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1626	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1627	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1629	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1630	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1631	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1632	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1633	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1635	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1636	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1638	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1639	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1641	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1642	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1643	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1644	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1645	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1647	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1648	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1650	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1652	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1654	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1655	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1657	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1659	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1677	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1680	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1681	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1683	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1685	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1686	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1687	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1688	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1690	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1691	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1692	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1693	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1694	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1695	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1698	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1700	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1701	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1702	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1703	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1704	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1706	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1708	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1710	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1711	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1715	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1716	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1717	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_1718	0.0	1.0	True
